date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:45:49	28196/28196	---M--	200	added ('OK')	application/octet-stream	etag:%225ccbe0fd-6e24%22	https://colorlib.com/preview/theme/minishop/fonts/open-iconic/open-iconic.eot?	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/open-iconic/open-iconicd41d.eot	(from https://colorlib.com/preview/theme/minishop/css/open-iconic-bootstrap.min.css)
10:45:49	14984/14984	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ccbe0ff-3a88%22	https://colorlib.com/preview/theme/minishop/fonts/open-iconic/open-iconic.woff	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/open-iconic/open-iconic.woff	(from https://colorlib.com/preview/theme/minishop/css/open-iconic-bootstrap.min.css)
10:45:50	28028/28028	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ccbe0fe-6d7c%22	https://colorlib.com/preview/theme/minishop/fonts/open-iconic/open-iconic.ttf	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/open-iconic/open-iconic.ttf	(from https://colorlib.com/preview/theme/minishop/css/open-iconic-bootstrap.min.css)
10:45:50	20996/20996	---MCZ	200	added ('OK')	font/opentype	etag:W/%225ccbe0fd-5204%22	https://colorlib.com/preview/theme/minishop/fonts/open-iconic/open-iconic.otf	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/open-iconic/open-iconic.otf	(from https://colorlib.com/preview/theme/minishop/css/open-iconic-bootstrap.min.css)
10:45:50	54789/54789	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ccbe0fe-d605%22	https://colorlib.com/preview/theme/minishop/fonts/open-iconic/open-iconic.svg	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/open-iconic/open-iconic.svg	(from https://colorlib.com/preview/theme/minishop/css/open-iconic-bootstrap.min.css)
10:45:50	139/139	---MCZ	404	error ('Not%20Found')	text/html	date:Fri,%2013%20Sep%202019%2015:45:51%20GMT	https://colorlib.com/preview/theme/minishop/css/owl.video.play.png	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/css/owl.video.play.png	(from https://colorlib.com/preview/theme/minishop/css/owl.carousel.min.css)
10:45:51	112826/112826	---M--	200	added ('OK')	application/octet-stream	etag:%225ccbe12d-1b8ba%22	https://colorlib.com/preview/theme/minishop/fonts/ionicons/fonts/ionicons.eot?v=4.0.0-19	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/ionicons/fonts/ionicons580c.eot	(from https://colorlib.com/preview/theme/minishop/css/ionicons.min.css)
10:45:51	50592/50592	---M--	200	added ('OK')	application/font-woff2	etag:%225ccbe130-c5a0%22	https://colorlib.com/preview/theme/minishop/fonts/ionicons/fonts/ionicons.woff2?v=4.0.0-19	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/ionicons/fonts/ionicons580c.woff2	(from https://colorlib.com/preview/theme/minishop/css/ionicons.min.css)
10:45:51	66024/66024	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ccbe12f-101e8%22	https://colorlib.com/preview/theme/minishop/fonts/ionicons/fonts/ionicons.woff?v=4.0.0-19	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/ionicons/fonts/ionicons580c.woff	(from https://colorlib.com/preview/theme/minishop/css/ionicons.min.css)
10:45:51	112648/112648	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ccbe12e-1b808%22	https://colorlib.com/preview/theme/minishop/fonts/ionicons/fonts/ionicons.ttf?v=4.0.0-19	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/ionicons/fonts/ionicons580c.ttf	(from https://colorlib.com/preview/theme/minishop/css/ionicons.min.css)
10:45:52	313199/313199	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ccbe12f-4c76f%22	https://colorlib.com/preview/theme/minishop/fonts/ionicons/fonts/ionicons.svg?v=4.0.0-19	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/ionicons/fonts/ionicons580c.svg	(from https://colorlib.com/preview/theme/minishop/css/ionicons.min.css)
10:45:52	3570/3570	---M--	200	added ('OK')	application/octet-stream	etag:%225ccbe11e-df2%22	https://colorlib.com/preview/theme/minishop/fonts/flaticon/font/Flaticon.eot	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/flaticon/font/Flaticon.eot	(from https://colorlib.com/preview/theme/minishop/css/flaticon.css)
10:45:52	3570/3570	---M--	200	added ('OK')	application/octet-stream	etag:%225ccbe11e-df2%22	https://colorlib.com/preview/theme/minishop/fonts/flaticon/font/Flaticon.eot?	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/flaticon/font/Flaticond41d.eot	(from https://colorlib.com/preview/theme/minishop/css/flaticon.css)
10:45:52	2492/2492	---MCZ	200	added ('OK')	application/font-woff	etag:W/%225ccbe121-9bc%22	https://colorlib.com/preview/theme/minishop/fonts/flaticon/font/Flaticon.woff	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/flaticon/font/Flaticon.woff	(from https://colorlib.com/preview/theme/minishop/css/flaticon.css)
10:45:53	3392/3392	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%225ccbe120-d40%22	https://colorlib.com/preview/theme/minishop/fonts/flaticon/font/Flaticon.ttf	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/flaticon/font/Flaticon.ttf	(from https://colorlib.com/preview/theme/minishop/css/flaticon.css)
10:45:53	14620/14620	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ccbe120-391c%22	https://colorlib.com/preview/theme/minishop/fonts/flaticon/font/Flaticon.svg	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/flaticon/font/Flaticon.svg	(from https://colorlib.com/preview/theme/minishop/css/flaticon.css)
10:45:53	307332/307332	---M--	200	added ('OK')	application/octet-stream	etag:%225ccbe0f6-4b084%22	https://colorlib.com/preview/theme/minishop/fonts/icomoon/icomoon.eot?6tt51o	D:/GitProjects/bartektendev.github.io/silkgames/slikgames/colorlib.com/preview/theme/minishop/fonts/icomoon/icomoonccfb.eot	(from https://colorlib.com/preview/theme/minishop/css/icomoon.css)
